Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
A Window of Opportunity Study of Patritumab Deruxtecan in Patients With Brain Metastases,I,Planned,Daiichi Sankyo {Sankyo Co. Ltd},"Oncology: Bile Duct (Cholangiocarcinoma); Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Prostate",(N/A); CNS mets; Estrogen receptor positive; HER2 negative; HER2 positive; Neoadjuvant; Progesterone receptor positive; Pulmonary; Triple receptor negative,"Bile Duct Neoplasms; Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Cholangiocarcinoma; Colorectal Neoplasms; Melanoma; Neoplasm Metastasis; Neuroendocrine Tumors; Ovarian Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",United States
A Single Arm Phase I/II Trial of Abemaciclib + VS-6766 + Fulvestrant in Metastatic HR+/HER2- Breast Cancer,I/II,Open,"Eli Lilly
Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute
Verastem Oncology {Verastem}",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,United States
"Phase I Study of CodaLytic, an Intratumoral Influenza-based Oncolytic Virus, in Patients With Metastatic or Otherwise Inoperable Breast Cancer",I,Planned,Codagenix,Oncology: Breast,Line of therapy N/A; Stage III; Stage IV,Breast Neoplasms; Neoplasm Metastasis; Neoplasms,United States
"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of ZN-A-1041 Enteric Capsules as a Single Agent or in Combination in Patients With HER2-Positive Advanced Solid Tumors",I,Open,Zion Pharma/Suzhou Zanrong Pharmaceutical Technology Co.,Oncology: Breast; Oncology: Gastric; Oncology: Metastatic Cancer; Oncology: Unspecified Solid Tumor,CNS mets; HER2 positive; Second line; Stage III; Stage IV,Brain Neoplasms; Breast Neoplasms; Central Nervous System Neoplasms; Neoplasm Metastasis; Neoplasms; Stomach Neoplasms,United States
"A Phase Ia/Ib, Open Label, Multicenter, Dose-escalation Study to Evaluate the Safety, Pharmacokinetics, and Activity of RO7502175 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors",I,Open,Roche/Genentech,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: Esophageal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Renal; Oncology: Unspecified Solid Tumor",HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Esophageal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Liver Neoplasms; Melanoma; Stomach Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
Phase I/II Study of PRO1184 in Patients With Locally Advanced and/or Metastatic Solid Tumors,I/II,Open,ProfoundBio (Suzhou) Co./ProfoundBio US Co.,"Oncology: Breast; Oncology: Endometrial; Oncology: Fallopian Tube; Oncology: Lung, Non-Small Cell; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Primary Peritoneal",Estrogen receptor positive; HER2 negative; Line of therapy N/A; Progesterone receptor positive; Stage III; Stage IV; Triple receptor negative; Unresectable,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Endometrial Neoplasms; Fallopian Tube Neoplasms; Mesothelioma; Mesothelioma, Malignant; Ovarian Neoplasms; Peritoneal Neoplasms; Triple Negative Breast Neoplasms",China; United States
A Phase Ib Study of TBio-4101 (Autologous Selected and Expanded Tumor-Infiltrating Lymphocytes [TIL]) and Pembrolizumab in Patients With Advanced Solid Tumor Malignancies (STARLING),I,Open,Turnstone Biologics,Oncology: Breast; Oncology: Colorectal; Oncology: Melanoma; Oncology: Unspecified Solid Tumor,Second line; Stage III; Stage IV,Breast Neoplasms; Colorectal Neoplasms; Melanoma,United States
"TACTIVE-U: An Interventional Safety And Efficacy Phase Ib/II, Open label Umbrella Study To Investigate Tolerability, PK and Antitumor Activity Of  ARV-471 (PF-07850327), An Oral Proteolysis Targeting Chimera, In Combination with Other Anticancer treatments In Participants Aged 18 Years And With ER+ Advanced Or Metastatic Breast Cancer, Sub-Study B  (ARV-471 in combination with  Ribociclib)",I/II,Open,"Pfizer
Arvinas",Oncology: Breast,Estrogen receptor positive; HER2 negative; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,Canada; United States
"A Modular, Open-Label, Multi-Centre Phase I/II Dose-Finding, Optimisation and Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of EP0062 in Patients With Relapsed Locally Advanced or Metastatic AR+/HER2-/ER+ Breast Cancer",I/II,Open,Ellipses Pharma,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"A Phase 1b/II, Open-Label Umbrella Study To Evaluate Safety And Efficacy Of Elacestrant In Various Combination In Patients With Metastatic Breast Cancer",I/II,Open,Menarini Group/Stemline Therapeutics,Oncology: Breast,Estrogen receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
"A phase I, open-label, single-center, study to investigate the absorption, metabolism, excretion, and absolute bioavailability of a single oral dose of [¹⁴C]-labeled inavolisib and IV tracer dose of [¹³C₆]-labeled inavolisib in a single cohort of healthy volunteers",I,Completed,Roche/Genentech,Oncology: Breast,(N/A); HER2 positive; Line of therapy N/A,Breast Neoplasms,United States
"TACTIVE-U: An InterventionalL Safety, And Efficacy Phase  IB/II, Open-label, Umbrella Study To Investigate Tolerability, PK, And Antitumor Activity an ARV-471 (PF-07850327), an Oral Proteolysis Targeting Chimera, in Combination With Other Anticancer Treatments In Participants Aged 18 Years And Over With ER+ Advanced Or Metastatic Breast Cancer, SUB-STUDY A (ARV-471 In Combination With Amebacicilib)",I/II,Open,"Pfizer
Arvinas",Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms,Canada; United States
A Clinical Study of AB-201 in HER2-Positive Solid Tumors,I,Planned,Artiva Biotherapeutics,Oncology: Breast; Oncology: Esophageal; Oncology: Gastric; Oncology: Unspecified Solid Tumor,(N/A); HER2 positive; Line of therapy N/A,Breast Neoplasms; Esophageal Neoplasms; Stomach Neoplasms,South Korea; United States
"A First-in-Human, Open-Label, Multi-Center Phase I Study of TST003 in Subjects With Locally Advanced or Metastatic Solid Tumors",I/II,Open,Transcenta Holding,"Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Prostate; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Esophageal Neoplasms; Prostatic Neoplasms; Stomach Neoplasms",China; United States
"A Phase I Open-Label, Multi-Center, Safety and Efficacy Study of PRT3645 in Participants With Select Advanced or Metastatic Solid Tumors",I,Open,Prelude Therapeutics,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Mesothelioma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",(N/A); Advanced; Estrogen receptor positive; HER2 negative; KRAS; Progesterone receptor positive; Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Fibrosarcoma; Glioblastoma; Head and Neck Neoplasms; Leiomyosarcoma; Liposarcoma; Mesothelioma; Mesothelioma, Malignant; Rhabdomyosarcoma; Sarcoma; Squamous Cell Carcinoma of Head and Neck; Synovial Sarcoma",United States
"First-in-human Dose-escalation and Expansion Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of the Anti-CCR8 Antibody BAY 3375968 as Monotherapy and in Combination With Pembrolizumab in Participants With Selected Advanced Solid Tumors",I,Open,Bayer AG,"Oncology: Breast; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Unspecified Solid Tumor",HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Melanoma; Neoplasms",Canada; Singapore; United States
Phase I/II Study of mRNA-4359 Administered Alone and in Combination With Immune Checkpoint Blockade in Participants With Advanced Solid Tumors,I/II,Open,Moderna {Moderna Therapeutics},"Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Skin, Basal Cell Carcinoma",HER2 negative; MSS/pMMR; PD-1 Refractory; PD-L1 Positive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Basal Cell; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Head and Neck Neoplasms; Melanoma; Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms",Australia; United States
"A Phase 1, First-in-Human, Dose-Finding and Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Activity of XmAb 808 in Combination With Pembrolizumab in Selected Advanced Solid Tumors",I,Open,Xencor,"Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Prostate; Oncology: Renal; Oncology: Unspecified Solid Tumor",HER2 negative; Hormone refractory; Line of therapy N/A; PD-1 Naive; PD-1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Ovarian Neoplasms; Prostatic Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Wilms Tumor",United States
"Phase I Dose-Escalation, Dose-Expansion Trial of Intratumoral HER2- and HER3-Primed Dendritic Cells Injections for the Treatment of Early-Stage TNBC and ER Low Positive Breast Cancer (DecipHER)",I,Open,H. Lee Moffitt Cancer Center and Research Institute,Oncology: Breast,HER2 negative; Neoadjuvant; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Phase IB/IIA Study of the Safety, Tolerability and Initial Efficacy of Oral AMXT 1501 Dicaprate and Intravenous Difluoromethylornithine (DFMO) in Patients With Cancer",I/II,Open,Aminex Therapeutics,"Oncology: Breast; Oncology: Cervical; Oncology: CNS, Brain Stem Glioma; Oncology: Colorectal; Oncology: Endometrial; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Gastric; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Mesothelioma; Oncology: Ovarian; Oncology: Primary Peritoneal; Oncology: Thyroid; Oncology: Unspecified Solid Tumor",(N/A); Advanced; DIPG; Locally advanced; Metastatic; Second line; Stage III; Stage IV; Unresectable,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Diffuse Intrinsic Pontine Glioma; Endometrial Neoplasms; Esophageal Neoplasms; Fallopian Tube Neoplasms; Glioma; Head and Neck Neoplasms; Melanoma; Mesothelioma; Mesothelioma, Malignant; Ovarian Neoplasms; Peritoneal Neoplasms; Stomach Neoplasms; Thyroid Cancer, Papillary; Thyroid Neoplasms; Uterine Cervical Neoplasms",United States
"A Phase 1, Multicenter, Open-Label, Dose Escalation, and Dose Expansion Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Antitumor Activity of DCBY02 as a Monotherapy in Patients With Advanced or Metastatic Solid Tumors",I,Open,DynamiCure Biotechnology,"Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Gastric; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Renal; Oncology: Unspecified Solid Tumor",(N/A); Second line; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colorectal Neoplasms; Glioblastoma; Kidney Neoplasms; Liver Neoplasms; Neoplasms; Ovarian Neoplasms; Stomach Neoplasms; Uterine Cervical Neoplasms; Wilms Tumor",United States
"An Open-Label, Phase Ib-II Study of Elacestrant, in Combination With Onapristone in Patients With Estrogen Receptor-Positive, Progesterone Receptor-Positive, HER2-negative Advanced or Metastatic Breast Cancer (ELONA)",I/II,Closed,Context Therapeutics,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
"T Cell Receptor Gene Therapy Targeting KK-LC-1 for Gastric, Breast, Cervical, Lung, and Other KK-LC-1 Positive Cancers",I,Open,"National Institutes of Health/National Cancer Institute
(Other Hospital/Academic/Medical Center)
T-Cure Bioscience","Oncology: Breast; Oncology: Cervical; Oncology: Gastric; Oncology: Lung, Non-Small Cell",First line; HER2 negative; Second line; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lung Neoplasms; Stomach Neoplasms; Uterine Cervical Neoplasms",United States
A Phase I trial of RAD202 for HER2-positive breast cancer and Gastric Cancer,I,Planned,Radiopharm Theranostics,Oncology: Breast; Oncology: Gastric,(N/A); HER2 positive; Line of therapy N/A,Breast Neoplasms; Stomach Neoplasms,United States
"A Randomized Window of Opportunity Study of Preoperative Letrozole and Simvastatin Versus Letrozole Alone in Stage I-III Hormone Receptor Positive, HER2 Negative Breast Cancer",I,Open,"National Institutes of Health/National Cancer Institute
Emory University Hospital - Atlanta",Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms; Carcinoma,United States
A Phase Ib/II Basket Study To Assess The Safety And Efficacy Of AsiDNA™ In Combination With Olaparib In Participants With Recurrent Solid Tumors,I/II,Open,Onxeo,Oncology: Breast; Oncology: Fallopian Tube; Oncology: Ovarian; Oncology: Primary Peritoneal; Oncology: Prostate,Estrogen receptor positive; HER2 negative; Hormone refractory; Progesterone receptor positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Fallopian Tube Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms,United States
"A Phase I/IIa, Multicenter, Open-Label, Non-Randomized First in Human Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of DB-1305 in Subjects With Advanced/Metastatic Solid Tumors",I/II,Open,"BioNTech
Duality Biologics","Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Unspecified Solid Tumor",(N/A); HER2 positive; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma",China; United States
A Phase Ib Trial of ZEN003694 (ZEN-3694) With Pembrolizumab and Nab-Paclitaxel in Patients With Metastatic Triple-Negative Breast Cancer,I,Open,National Institutes of Health/National Cancer Institute,Oncology: Breast,HER2 negative; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Carcinoma; Triple Negative Breast Neoplasms,United States
"A Modular Phase I/IIa, Open-label, Multi-centre Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of Ascending Doses of AZD9574 as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Malignancies (CERTIS1)",I/II,Open,AstraZeneca,"Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Fallopian Tube; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Prostate",BRCA; HER2 negative; Hormone refractory; Second line; Stage III; Stage IV,Breast Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms,Australia; Germany; South Korea; Spain; Sweden; United Kingdom; United States
"A Phase I/II, First-in-Human, Open-Label, Dose Escalation and Expansion Study of STAR0602, a Selective T Cell Receptor (TCR) Targeting, Bifunctional Antibody-fusion Molecule, in Subjects With Unresectable, Locally Advanced, or Metastatic Solid Tumors That Are Antigen-rich (START-001)",I/II,Open,Marengo Therapeutics,"Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Metastatic Cancer; Oncology: Ovarian; Oncology: Prostate; Oncology: Unspecified Solid Tumor",(N/A); CNS mets; HER2 negative; Hormone refractory; KRAS; MSI-H/dMMR; MSI-L; MSS/pMMR; PD-1 Naive; PD-1 Refractory; PD-L1 Naive; PD-L1 Refractory; Second line; Stage III; Stage IV; Triple receptor negative,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Colorectal Neoplasms; Neoplasm Metastasis; Neoplasms, Unknown Primary; Ovarian Neoplasms; Prostatic Neoplasms",United States
"A Phase I/IIa, Multi-Center, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Evidence of Antitumor Activity of JAB-2485 in Adult Patients With Advanced Solid Tumors",I/II,Open,Beijing Jacobio Pharmaceuticals Co.,"Oncology: Breast; Oncology: Lung, Small Cell; Oncology: Neuroendocrine",(N/A); HER2 negative; Line of therapy N/A; Pulmonary; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms; Neoplasms; Neuroendocrine Tumors; Small Cell Lung Carcinoma,China; United States
"Phase I Dose-escalation Trial of OMTX705, an Anti-fibroblast Activation Protein Antibody-drug Conjugate, as Single Agent and in Combination With Pembrolizumab in Patients With Advanced Solid Tumors",I,Open,Oncomatryx,"Oncology: Breast; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Unspecified Solid Tumor",(N/A); Line of therapy N/A; Pulmonary; Stage III; Stage IV,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Neoplasms, Unknown Primary; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Small Cell Lung Carcinoma; Stomach Carcinoma; Stomach Neoplasms",Spain; United States
